video_id,title,channel,category,views,likes,description,url,published_at,country
9bU8cr0phOs,[팅글썰롱] ASMR로 듣는 '엔시티 위시 리쿠&유우시가 친해진 계기는?' | NCT WISH 리쿠&유우시 편 (ENG/JPN),M2,24,254042,19867,"[팅글썰롱] ASMR로 듣는 '엔시티 위시 리쿠&유우시가 친해진 계기는?' 
[Tingle Salon] ASMR ver. Makeup Salon by NCT WISH RIKU & YUSHI

젤리보다 치즈볼보다 달콤한 쿠우쿠우즈의 케미😜
시즈니들이 행복하게 잠들었으면 조켄네..💚

00:00 NCT WISH 리쿠&유우시의 메이크업썰롱
00:41 STEP.1 아이 메이크업
10:10 STEP.2 립&치크 메이크업
24:51 STEP.3 파츠&글리터 메이크업
34:37 STEP.4 만족의 탐지기

👇질문 리스트👇
02:03 '팅글썰롱' 둘이 하게 됐다고 했을 때 어땠어?
02:43 둘은 평소에 어떻게 지내?
03:16 둘이서만 놀러 간 적 있어?
06:16 그림 잘 그려?
08:21 댄싱네코즈의 고양이 보드게임 START!
10:29 리쿠&유우시 케미조합명이 뭐야?
11:51 둘이 친해진 계기가 뭐야?
13:22 둘이 다툰 적은 없어?
14:41 NCT WISH 멤버들 사이에서 유행하는 거 있어?
17:36 간식 좋아해?
23:23 'poppop' ASMR 버전으로 불러주기
25:06 리쿠, 유우시가 귀여워서 치유받을 때가 있다고?
26:07 리쿠, 배구부 출신이라고?
27:51 유우시, 리쿠가 필요한 순간은 언제?
28:14 유우시, 크리스마스 때 리쿠에게 썼던 편지 기억하나요?
29:13 유우시, 만찢남이라던데 진짜야?
30:58 서로에게 감동받은 적 있어?
32:45 서로에게 하고 싶었던 말?
34:00 시즈니의 꿀잠을 책임질 ASMR 스트레스볼 소리 들려주기

#팅글썰롱 #TingleSalon

More from #M2? :D

Facebook:  https://www.facebook.com/MnetM2
X:                 https://twitter.com/M2MPD
Instagram: https://www.instagram.com/M2MPD
TikTok:       https://www.tiktok.com/@m2mpd",https://www.youtube.com/watch?v=9bU8cr0phOs,2025-04-18T13:00:06Z,KR
_9Aiy7fOrEs,고소영의 우당탕탕 남편 생일상 차리기 대작전,바로 그 고소영,22,559544,10203,"안녕하세요 고소영입니다. 이번편 재밌게 보셨나요?
영상에서 제가 말했던 구독자 이벤트를 진행해보려고 해요! 

오늘은 남편 생일상을 보여드렸는데 다음엔 어떤 걸 찍어볼까요?
댓글로 추천해주신 30분을 선정해 3가지 색상의 앞치마를 랜덤 발송해드릴게요😃

준비한 앞치마 수량이 30개 밖에 없어서 많은 분들께 드리진 못하지만...ㅠ
나중에 한 번 더 할 기회가 생기면 더 많은 분들께 선물해드릴 수 있도록 해볼게요!

앞치마에는 받으시는 분의 성함 앞글자 영문 이니셜을 한 글자 새겨서 보내드려요😆
저는 고소영이니까 K🩷 재밌는 댓글 기다릴게요.

댓글 하나하나 보면서 많은 응원과 감동도 받았어요. 참...감사합니다 :) 오늘도 행복한 하루 보내세요!!


#고소영 #고소영생일상 #바로그고소영
Copyright © 2025 Whooaa studio  - All Rights Reserved",https://www.youtube.com/watch?v=_9Aiy7fOrEs,2025-04-17T09:15:06Z,KR
hcJ6DfeuEc0,홍현희가 아들 위해 '이것'까지 해버린 집 최초공개 (장영란 기절),A급 장영란,24,875946,10890,"안녕하세요 내새끼 여러분~💖
인간 비타민🍑 장영란이에요🩷🩷

오늘은 사랑스런 준범이의 엄마이자
제 소중한 동생😘😘
홍현희 집에 다녀왔어용~~

현희랑 제이쓴이 이 집 와서
너무너무 잘 됐다고 하던데🔥🔥
아주아주 명당인가 봐요~😁😁

집 구경하는 김에 
준범이랑도 야무지게 놀구~🥰🥰
현희의 깊은 속마음까지 듣다보니
날이 어두워진 거 있죵~~??

현희야 다음에 또 초대해줘~~❤❤

오늘 영상도 재미있게 봐주세요!
항상 감사합니다~😍😍

#장영란 #A급장영란 #홍현희",https://www.youtube.com/watch?v=hcJ6DfeuEc0,2025-04-16T09:15:05Z,KR
9oXsYiJl56E,맥북 훔치고 돌려주는척 잡힐듯 말듯 열받게 약올리고 해외로 도망가기ㅋㅋㅋ,더블비,23,577788,7801,"맥북 훔친돈 좀 남았는데 뭐시켜먹지ㅎㅎㅎ

광고,협찬 문의  mingyu3@naver.com

인스타그램    장명준 mang_jun_     
                        박민규  mingggkiiii",https://www.youtube.com/watch?v=9oXsYiJl56E,2025-04-19T10:14:01Z,KR
mkqrLBDYJlk,하나랑 바루랑 잘 지내고 있어요!,다나나,22,807902,42120,,https://www.youtube.com/watch?v=mkqrLBDYJlk,2025-04-16T13:11:43Z,KR
hPeRpsqDy5Q,*난장판주의* 해외 촬영 간다고 옷장 짐 다 꺼낸 이은지 (feat. 지락실3 왓츠인마이백),은지랑 이은지,22,545614,7619,"안녕하세요 은지랑 이은지입니다 :)
뿅뿅 지구오락실 시즌3 티저 잘 보고 계신가요?
오늘은 제가 지락실 출국하기 진.짜 하루 전에 싼 
왓츠인마이캐리어 공개합니다ㅎ

#이은지 #왓츠인마이백 #뿅뿅지구오락실3

Copyright © 2025 Studio Episode - All Rights Reserved",https://www.youtube.com/watch?v=hPeRpsqDy5Q,2025-04-17T10:01:05Z,KR
VgHuxC8Bp6U,Hebi - 지금부터 (Onward) Official MV Teaser,Hebi.,10,131148,8407,"Hebi - 지금부터 (Onward) Official MV
2025.04.22 18:00 (KST)

#hebi #헤비 #music",https://www.youtube.com/watch?v=VgHuxC8Bp6U,2025-04-18T09:00:06Z,KR
xNd8Utx1NaM,이렇게 힘들 줄 몰랐습니다.. Didn’t expect it to be this hard..,엔조이커플enjoycouple,24,934676,9273,"#엔조이커플 #난임 #시험관

걱정해준 엔조잉 고마워요.. 내 맘 알G 💝

엔조이커플 구독하기♡ - https://www.youtube.com/enjoycouple?sub_confirmation=1

엔조이커플 인스타그램  enjoycouple instagram 
▶https://www.instagram.com/enjoycouple/
엔조이커플 페이스북  enjoycouple facebook
▶https://www.facebook.com/enjoycouple

임라라  Limlala
YouTube   ▶ https://www.youtube.com/channel/UCvdbrSd_DuybjYNR2ye5q0A
instagram ▶https://www.instagram.com/limlalaland/

손민수 Minddu
YouTube   ▶ https://www.youtube.com/channel/UC9xA0-QdssBhy7OVRGnaCsg
instagram ▶ https://www.instagram.com/minsoorrr/",https://www.youtube.com/watch?v=xNd8Utx1NaM,2025-04-16T09:51:55Z,KR
hD2CrfQrifY,💚오이 소금 말고 이것에 절여야 물 안생기고 끝까지 아삭아삭해요,함께해요 맛나요리,26,344393,3175,"💚오이 소금 말고 이것에 절여야 물 안생기고 끝까지 아삭아삭해요
✅요리 재료
백오이 25개(4.5kg)
양파 2개(450g)
부추 1kg
고춧가루 3컵 반
생강가루 1/2작은술
깨소금 4큰술
액젓 2컵
매실청 1/2컵
물8L
천일염 4컵


✔️계량스푼 용량
     1작은술 = 5ml
     1큰술 = 15ml

💚맛나요리가 직접 운영하는 맛나요리몰💚
      https://mannarecipe.com/

💚맛나요리 1대1 문의 카카오톡 채팅방💚
      http://pf.kakao.com/_MxdRxhG/chat",https://www.youtube.com/watch?v=hD2CrfQrifY,2025-04-16T23:00:45Z,KR
LySw7nLVQas,"암환자 브이로그 | 말라가는 중입니다만, 아직 살아있어요 | 뼈전이 | 20대 암환자 | 4기 암환자 | 희귀암 | 투병 브이로그",유병장수girl,22,990385,45107,"안녕하세요 
이전부터 최근까지의 일상영상을 
쫌 쫌 따리로 모아보았는데 
마음에 드셨길 바랍니다 
#로맨틱 #성공적 
아프다 보니 편집하는데 
시간이 너무 오래 걸려서 아쉬워요 
앞으로도 제가 이렇게 종종 
나타날 수 있기를 소망합니다☺ ❤
#20대 #암환자 #투병생활

💌이메일 - aa347234@naver.com

후원계좌🌱
카카오뱅크 3333-23-4057484
제*애",https://www.youtube.com/watch?v=LySw7nLVQas,2025-04-15T09:00:27Z,KR
XwhFthaxZNg,[VLOG] 남매끼리 취중진담(7년째 연애 안하는 이유?) | 남편과의 새로운 약속.. 지킬 수 있을까?😅,현주투성이,22,331092,4279,"투둥이들~
저는 요즘 부모님과 동생들이랑 보내는 시간이 많아졌어요! 살면서 언제 이렇게 가족들과 많은 시간을 보내봤을까 생각해 봤는데.. 진짜 없더라구요..!
부모님도 행복해하시고 저도 기분 좋아지고! 앞으로도 더 많은 시간을 가지려고 노력해 볼까 합니닷☺️

요즘 일교차가 너~무 심해져서 감기가 유행이던데..🤧 다들 외출할 때 외투 꼭 챙겨나가세요!
다들 남은 평일 파이팅 하시구 저녁 맛있게 드세요💓

Instagram : @jjuya_r

YouTube & Instagram 문의
jjuya.r.03@crbhoney.kr",https://www.youtube.com/watch?v=XwhFthaxZNg,2025-04-16T11:00:55Z,KR
fhsrNqV54dM,[🇰🇷 먹는브이로그] 끝내주는 음식만 먹고와서 겨울 대방어처럼 살이 토실토실해져버린 먹는 브이로그 한국편,해쭈 [HAEJOO],22,560790,8822,"[📍이번 영상속 맛있게 먹은 음식점 list]

신정식당 아산 - 닭수육 & 비빔밀면 조합이 끝내줌
개화식당 평택 통복시장 - 탕수육 & 깐풍육은 볶음밥이랑 같이 시키세요
동천홍 미금역 - 숙주 탕수육 무조건 시킬 것
마시타야 홍대 - 국물라멘 다 맛있음
우래옥 평양냉면 을지로 - 말해 뭐합니까 GOAT
칸다소바 잠실점 - 돼지껍데기 아부라소바 
(*맛있는데 돼지껍데기 양이 맹 많고 자칫 느끼할수도 있으니 친구랑 가면
돼껍라멘 하나 일반 라멘 하나 시켜서 둘이 돼지껍데기만 나눠드시길 추천)
하동관 명동 - 한우곰탕 굿 




 





-

비지니스 문의는 이쪽으로 👉🏽 haejoo@sandboxnetwork.net
감성가득 인스타그램 👉🏽  https://instagram.com/hae_jooooo_
미지의 그곳 해쭈 팬카페 👉🏽  https://m.cafe.naver.com/australiahaeju",https://www.youtube.com/watch?v=fhsrNqV54dM,2025-04-15T13:16:04Z,KR
gz3Lr4Mj4EA,"아옳이 vs 동생, 인생 체인지 24시간! 누가 더 힘들었을까?",아옳이,22,438627,6486,"여러분 오늘은 동생이랑 인생바꿔살기! 도전해봤어요
각자의 삶을 더 사랑하게된거같기도하고?!💖
오늘도 영상봐주셔서감사하구요
좋아요 알림 구독 부탁드려요 안녕~


⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰


🎀 𝐈𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦  @𝐦𝐢𝐧𝐲𝐨𝐮𝐧𝐠_𝐚𝐨𝐫𝐢
       ㄴ https://www.instagram.com/minyoung_aori

🎀 𝐇𝐲𝐮𝐧𝐣𝐢 𝐈𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦 @𝐡_𝐲𝐮𝐧_𝐣𝐢_  @hyunjudy1 
      ㄴ https://www.instagram.com/h_yun_ji_

🎀 𝐋𝐨𝐚𝐫
      ㄴ https://www.loar.co.kr

🎀𝐋𝐨𝐫𝐝𝐋𝐨𝐚𝐫
      ㄴ https://www.lordloar.com


⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰ ⋱⋰



𝐕𝐢𝐝𝐞𝐨 𝐒𝐨𝐮𝐫𝐜𝐞 𝐒𝐮𝐩𝐩𝐨𝐫𝐭


🎥𝑌𝑜𝑢𝑡𝑢𝑏𝑒 𝑐ℎ𝑎𝑛𝑛𝑒𝑙 ""𝑓𝑟𝑒𝑒𝑡𝑖𝑐𝑜𝑛""
     ㄴhttps://www.youtube.com/c/Freeticon

🎵𝑐𝑟𝑒𝑑𝑖𝑡
Thanks to 또또 (feat. 아옳이, 현주디)",https://www.youtube.com/watch?v=gz3Lr4Mj4EA,2025-04-15T10:00:58Z,KR
wzm7qleUAk8,"휠체어를 타고 난 후, 가장 행복했던 날",삐루빼로,22,384440,13525,"1일차
🔎 셋업 - 널디 https://link.coupang.com/a/coQMgB
🔎 휠체어 - 쿠쉘 맞춤 휠체어 http://tongilmall.co.kr/m/index.html? 
🔎 전동키트 - 토도웍스 https://todo-works.com/

2일차
🔎 의자 - 사이즈오브 https://m.brand.naver.com/sizeof/products/7115377895
🔎 잠옷 - 오끌레르 https://eauclair.kr/product/%EB%A1%9C%EB%A6%AC-%ED%8C%8C%EC%9E%90%EB%A7%88-set/1353/
🔎 라벨프린터 - 님봇 https://link.coupang.com/a/cbgCk0
🔎 머리띠 - 마리떼 https://product.29cm.co.kr/catalog/1389474?BSCCN1=1389474&utm_medium=display&BSPRG=NAVERSH&utm_content=conversion_navershopping&naver_code=naver_ep&utm_term=1389474&utm_source=growth_naver&utm_campaign=conversion_navershopping&BSCPN=CMCOM&NaPm=ct%3Dm9jicl9k%7Cci%3Dd485b64359dc341cc3c6196992642a896eab5fb5%7Ctr%3Dsls%7Csn%3D248430%7Chk%3D606a1f7ceaf6ab9fb0db383d518053d9e30ac001
🔎 상의 - UNIT 링크X


📍인스타그램 bbiru_unni https://instagram.com/bbiru_unni?igshid=fhw10rvrxx69
📍동생인스타그램 o4__27 https://www.instagram.com/o4__27?igsh=bHI0bm9lOTlkdWJp
📍문의 ctnqls11@gmail.com

#루게릭환자의 #행복한#회복생활",https://www.youtube.com/watch?v=wzm7qleUAk8,2025-04-16T09:11:23Z,KR
XutkoaeIoLM,1년만에 만난 세인이,수쩡민,22,161733,3884,,https://www.youtube.com/watch?v=XutkoaeIoLM,2025-04-16T14:58:23Z,KR
N_vYUNEktsA,[MV] TAK - '도깨비꽃' feat. 텐코 시부키,TAK / DORIDORI,10,446378,22745,"#TAK #텐코시부키 #도깨비꽃

𝗧𝗔𝗞 - 도깨비꽃 feat. 텐코 시부키

💿 Listen & Download : https://orcd.co/tak_dkbk

ㅡ
 
[Credits]

Music. TAK, xei
Lyrics. xei, TAK

Vocal. 텐코 시부키
Chorus. 텐코 시부키, xei, TAK, REQ, Pread, つくし

Guitar. Taewook Lee
Taepyungso. Pread

Direction / 3DCG / Composite. Nihe
Character Design / Illustration. sowiti
Main Animator. syo5
Effect Animator. Mami Sonokawa
Graphic Design. Reku
MV Producer. Yuki Kamiya

Design. 713

Produced by DORIDORI FRIENDS

▶𝗧𝗔𝗞 Instagram : https://www.instagram.com/tak_drdr
▶𝗧𝗔𝗞 X : https://twitter.com/TAK_DRDR

ㅡ

▾Lyrics▾

옛날 머나먼 그 어느 마을엔
맨날 요란요상한 일들의 투성이
짠하고 나타나 머리를 흔들어놔
이랬다 저랬다 도깨비

산 너머에도 그래 바다 건너도
신기한 이야기가 짠하고 들려와
그렇다면 또 찾아가볼 수 밖에

너의 두 눈에 날 담을래
네 이름을 알려줄래

피어나 이것 봐 무궁화 꽃이 피었습니다
뒤돌아 얼어버린 나를 바라보지마
부어라 마셔라 얼씨구 흥겹구나
갸우뚱 갸우뚱 아지랑이 도깨비불

자빠져라 이리로 오라
아이쿠 난 몰라 에헤라디야
이러다 어쩌나 타오른 꽃잎마저
갸우뚱 갸우뚱 아른아른 도깨비불

Hey hey hey 좋다
Hey hey

피어나라 도깨비불

Hey hey hey 좋다
Hey hey

연회의 시작이다!
금 나와라 뚝딱
은 나와라 뚝딱
붓으로 툭 북으로 쿵 이름은 도깨비
설레여라 얍

피어나 이것 봐 무궁화 꽃이 피었습니다
뒤돌아 얼어버린 나를 바라보지마
부어라 마셔라 얼씨구 흥겹구나
갸우뚱 갸우뚱 아지랑이 도깨비불

외로운 그 도깨비는 눈물 많은 도깨비일 뿐
갸우뚱 갸우뚱 이제부턴 네가 술래

여우와 호랑이 까마귀도 춤 추네

날카로운 눈빛 그래 알 수가 없지
너는 왜 너는 매일 지르고 모르쇠
시끄러운 비밀은 간직할 테니

너의 두 눈에 날 담을래
네 이름을 알려줄래

피어나 이것봐 무궁화 꽃이 저물어

어머나 무궁화 꽃이 피었습니다
뒤돌아 얼어버린 나를 바라보지마
부어라 마셔라 얼씨구 흥겹구나
갸우뚱 갸우뚱 아지랑이 도깨비불

자빠져라 이리로 오라
아이쿠 난 몰라 에헤라디야
이러다 어쩌나 타오른 꽃잎마저
갸우뚱 갸우뚱 아른아른 타오르는
우리 둘의 도깨비불

Hey hey hey 좋다
Hey hey

피어나라 도깨비불

Hey hey hey 좋다
Hey hey

피어나라 도깨비꽃

ㅡ

#DKBK #トッケビの花 #MV #TENKO_SHIBUKI",https://www.youtube.com/watch?v=N_vYUNEktsA,2025-04-15T09:00:17Z,KR
ZLG9fJuRR9A,"쌈무 vs 고기! 꿀맛 조합 둘이 서로 도도도, 도발하는 토크쇼 | 딱대 EP32 김채원",빠더너스 BDNS,23,1208310,25136,"#딱대 #르세라핌 #김채원

Special thanks to
홍지승 선수💪

0:00 힐링 토크쇼 딱대
0:13 오늘의 딱 맞는 게스트 : 르세라핌 김채원 님
1:17 '대천사' 김채원 '전사'로 만든 샘문
4:24 르세라핌 히트곡 메들리 하는 찐팬 샘문
7:18 신곡 ‘HOT’ 말아주는 김채원
8:37 [LOL PLAY]
8:47 [반려견과 견주 모임에서 만난 둘]
9:56 [신입 교생 선생님 채원과 고등학생 샘문]
11:30 [명절에 사촌동생 샘문과 만난 르세라핌 채원]
12:48 김채원 별명이 ‘쌈무’인 진짜 이유 with 최예나, 조유리
15:11 '손대면 like 피카츄' 개인기 하는 김채원
15:42 근세라핌 닉값하는 김채원 실압근
17:34 도화지 김채원과 도야지 샘문
18:24 “나 우울해서 빵 샀어”에 대답하는 T 채원
21:15 김뽀삐 김채원의 귀여운 ‘3대 습관’
22:22 김채원 선플 딱대
23:17 다음 딱 맞을 게스트 (츄)

Instagram @bdnspresents",https://www.youtube.com/watch?v=ZLG9fJuRR9A,2025-04-16T09:00:51Z,KR
s9EaUkYt0Vs,7년 동안 외동묘 가정으로 살던 우리가 애기 냥이 둘을 동반 입양한 이유,김쫀떡,15,297987,9111,"방문 너머로 애기들의 존재를 깨달은 김쫀떡....! 그리고 지난번 말씀 못 드렸던 입양 이유까지 가져왔습니당
📌 멤버십 오픈! 유튜브 댓글에서 쫀떡티콘 사용하러 가기 👉 https://me2.kr/HespN 
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
- 인스타 @zzon_ddeok_cat
- '쫀떡' 이름의 유래 : 베스킨라빈스 쫀떡궁합과 색 비슷해서 지음
- 아메리칸 컬 (귀 펴져있음)
- 2018년 12월 30일 태어난 여자아이
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

[BGM]
https://www.sellbuymusic.com/?utm_source=youtube&utm_medium=promo&utm_campaign=zzon_ddeok&utm_id=youtube_promo",https://www.youtube.com/watch?v=s9EaUkYt0Vs,2025-04-15T09:01:12Z,KR
D3csOwDDWcY,동대문 갔다가 재밌는 소품 만드는 자취일상. 텃밭 모종심고 봄 냉이김밥 만들기. 감동의 이사 선물,planD플랜디,22,580458,20762,"​🌷 @_plan_d
https://www.instagram.com/_plan_d/
안녕하세요 여러분 
이번 영상은 한번 나간김에 미팅, 동대문, 꽃시장 들렀다 오는 일상을 담았어요
오랜만에 봉숙씨랑 작은 소품도 만들고 재밌었습니다
아직 날씨가 변덕스럽네요 
감기 조심하시고 이번 영상도 편히 봐주세요

🥪영상에 나온것들🍲
오이 뽀미 │ 이사 선물 │  레뽀드라라
올딧세 │  동대문종합시장 │ 더드림 왕 수제핫바
추억의 야채빵 │  종로 꽃시장 │  치즈핫바
원팬 로제파스타 │ 티슈케이스 만들기 │ 휴지커버 만들기
강아지 티슈커버 │ 리본 휴지케이스 │ 모종심기
냉이김밥 │  냉이된장찌개

네이비 맨투맨 │  재롱이네 굿즈
트위드자켓 │  룩캐스트
이너 흰 골지티 │  얀13
데님 │  닐바이피
흰 가방 │   뮤니에_플리츠 숄더백


🍽키친투어 영상🍽 주방용품 정보는 여기 참고해주세요🥪
https://youtu.be/r6-if24Ldhg


컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,
CONTENTSFLY에서 제작되었습니다.
https://www.contentsfly.com",https://www.youtube.com/watch?v=D3csOwDDWcY,2025-04-15T11:23:11Z,KR
JNgap8yvXYk,"아갈다이어터의 딱 한달, 진심 다이어트 도전기 브이로그",이자반,22,182789,4735,"해동없이 바로 먹는 단백질 탑티어 채우닭, 여름준비 특가 최대 40%!💣
2.5만 리뷰가 인정한 실온 닭가슴살🐔부터 세상에 없던 실온계란 시리즈 채우란🐣까지
구독자 10% 추가할인받고 최저가로 득템하자!

🎁구독자 이벤트🎁
1. 채우닭 전제품 10% 할인(단 7일 오픈, ~04.22)
아래의 링크로 로그인시 쿠폰 자동발급 돼요!
https://bit.ly/4lAr8nq

2. 채우닭 식단풀패키지 선물세트 (5명)
이자반과 함께 채우닭으로 식단 시작하고 싶은 분들은 댓글로 채우닭 식단템을 받고 싶은 이유를 적어주세요! 
5분 추첨하여 채우닭 풀패키지 선물세트를 보내드립니다!

-

안녕하세요! 이자반입니다.
일본에서 올리다보니 업로드간 시간이 굉장히 오래 걸리네요....... 
기다려주신 많은 분들께 사과의 말씀 먼저 드립니다.

오늘은 유튜버 '고재영'님의 영상을 감명깊게 보고
나도 할 수 있을까 싶은 마음에
그냥 독하게 다이어트를 한번 해봤습니다.

하면서 방황을 마치고
나름대로 찾아온 여러 위기(?)라고 부르기는 뭐하지만..
각종 사건들을 정리해나가고 이겨냈던 것 같아요.

결과는 살짝 아쉬웠지만,
꾸준히 운동하면서 더 멋진 몸 만들어보겠습니다.

금일 영상은 '채우닭'이라는 브랜드의 협찬을 받아 만들어진 영상인데요!
실온보관 다이어트 식품들 덕분에
반지하 자취방 원룸 안에서도 나름 괜찮은 성과를 낼 수 있었던 것 같아요.

닭가슴살도 닭가슴살이지만 계란을 워낙 좋아해선지
개인적으로는 채우란 실온보관 계란볶이를 너무 맛있게 잘 먹었습니다.
많이들 여쭤봐주신 그 비법(?)이 다 여기 있으니...
구매간 참고하시길 바라겠습니다.

그리고 여러분들 덕분에 이런 광고도 받게 해주시고,
언제나 과분한 사랑 주시는 구독자님들께 감사의 말씀 드립니다.
감사랑합니다. 행복하세요!

비즈니스 이메일
dragonizi@sandboxnetwork.net

촬영장비
오즈모 액션 5 프로 / iPhone 14 pro",https://www.youtube.com/watch?v=JNgap8yvXYk,2025-04-15T11:00:03Z,KR
6keWS815RAM,집나가고 있는 꿀벌무리에서 여왕벌을 잡아버린 양봉업자,프응TV Honeybeefather,22,397263,5607,"이걸 잡네;;

비즈니스문의: sph-w4100@naver.com
https://www.instagram.com/honeybeefather/",https://www.youtube.com/watch?v=6keWS815RAM,2025-04-14T15:09:47Z,KR
dxCWwhY9TPQ,"태풍주의보, 휴교 그리고 우리 집에 방문한 캥거루",카야라니 [KaiaLani],22,137364,2786,,https://www.youtube.com/watch?v=dxCWwhY9TPQ,2025-04-14T10:59:21Z,KR
qBEyOXNVSkg,귀촌 30대...이사갑니다,리틀타네의 슬기로운 생활,22,383047,10585,놀라셨나요..?ㅎㅎ 귀촌 4년차에 이사하게 됐습니다.. 인생은 참 알 수 없군요.. 관심 있으신 분들은 littletanehouse@gmail.com 으로 연락 주세요!,https://www.youtube.com/watch?v=qBEyOXNVSkg,2025-04-14T11:23:06Z,KR
DzESgrdXK7U,“뉴욕의 주인은 이정후” 현지 팬들과 언론의 반응은? | DKTV,DKTV Daniel,17,239556,6927,"뉴욕 양키스와의 3연전 마지막 경기에서 메이저리그 첫 멀티 홈런 경기를 기록한 바람의 손자 이정후! 현지 팬들과 언론의 반응은 어땠을까? 미친 퍼포먼스 그리고 미친 현지 반응 총정리!

danielkimww@gmail.com.   

#DKTV #이정후 #현지반응 #현지언론 #메이저리그",https://www.youtube.com/watch?v=DzESgrdXK7U,2025-04-13T22:29:08Z,KR
